paper_dimension	human_symbol	human_ensembl_gene	mouse_ensembl_gene	mouse_symbol	orthology_type	mouse_perc_id	selection_role
917	BACE2	ENSG00000182240	ENSMUSG00000040605	Bace2	ortholog_one2one	88.61	best_ensembl_ortholog
918	C2CD2	ENSG00000157617	ENSMUSG00000045975	C2cd2	ortholog_one2one	72.2701	best_ensembl_ortholog
919	RRP1B	ENSG00000160208	ENSMUSG00000058392	Rrp1b	ortholog_one2one	60.9499	best_ensembl_ortholog
920	PFKL	ENSG00000141959	ENSMUSG00000020277	Pfkl	ortholog_one2one	94.1026	best_ensembl_ortholog
921	BID	ENSG00000015475	ENSMUSG00000004446	Bid	ortholog_one2one	64.1026	best_ensembl_ortholog
922	CDC45	ENSG00000093009	ENSMUSG00000000028	Cdc45	ortholog_one2one	91.6961	best_ensembl_ortholog
923	CRKL	ENSG00000099942	ENSMUSG00000006134	Crkl	ortholog_one2one	96.6997	best_ensembl_ortholog
924	MIF	ENSG00000240972	ENSMUSG00000033307	Mif	ortholog_one2one	86.087	best_ensembl_ortholog
925	CHEK2	ENSG00000183765	ENSMUSG00000029521	Chek2	ortholog_one2one	83.2412	best_ensembl_ortholog
926	XBP1	ENSG00000100219	ENSMUSG00000020484	Xbp1	ortholog_one2one	76.0638	best_ensembl_ortholog
927	NIPSNAP1	ENSG00000184117	ENSMUSG00000034285	Nipsnap1	ortholog_one2one	94.3662	best_ensembl_ortholog
928	FBXO7	ENSG00000100225	ENSMUSG00000001786	Fbxo7	ortholog_one2one	73.1801	best_ensembl_ortholog
929	HMOX1	ENSG00000100292	ENSMUSG00000005413	Hmox1	ortholog_one2one	81.9444	best_ensembl_ortholog
930	RAC2	ENSG00000128340	ENSMUSG00000033220	Rac2	ortholog_one2one	98.9583	best_ensembl_ortholog
931	MICALL1	ENSG00000100139	ENSMUSG00000033039	Micall1	ortholog_one2one	78.2155	best_ensembl_ortholog
932	CSNK1E	ENSG00000213923	ENSMUSG00000022433	Csnk1e	ortholog_one2one	98.7981	best_ensembl_ortholog
933	CERK	ENSG00000100422	ENSMUSG00000035891	Cerk	ortholog_one2one	83.4264	best_ensembl_ortholog
934	CRELD2	ENSG00000184164	ENSMUSG00000023272	Creld2	ortholog_one2one	74.7875	best_ensembl_ortholog
935	PRKX	ENSG00000183943	ENSMUSG00000035725	Prkx	ortholog_one2one	77.095	best_ensembl_ortholog
936	ACOT9	ENSG00000123130	ENSMUSG00000025287	Acot9	ortholog_one2many	81.25	best_ensembl_ortholog
937	DYNLT3	ENSG00000165169	ENSMUSG00000031176	Dynlt3	ortholog_one2one	89.6552	best_ensembl_ortholog
938	CASK	ENSG00000147044	ENSMUSG00000031012	Cask	ortholog_one2one	99.2441	best_ensembl_ortholog
939	EBP	ENSG00000147155	ENSMUSG00000031168	Ebp	ortholog_one2one	77.8261	best_ensembl_ortholog
940	SUV39H1	ENSG00000101945	ENSMUSG00000039231	Suv39h1	ortholog_one2one	95.3884	best_ensembl_ortholog
941	HDAC6	ENSG00000094631	ENSMUSG00000031161	Hdac6	ortholog_one2one	73.8272	best_ensembl_ortholog
942	TIMM17B	ENSG00000126768	ENSMUSG00000031158	Timm17b	ortholog_one2one	95.9302	best_ensembl_ortholog
943	PRAF2	ENSG00000243279	ENSMUSG00000031149	Praf2	ortholog_one2one	91.0112	best_ensembl_ortholog
944	PLP2	ENSG00000102007	ENSMUSG00000031146	Plp2	ortholog_one2many	79.6053	best_ensembl_ortholog
945	SMC1A	ENSG00000072501	ENSMUSG00000041133	Smc1a	ortholog_one2one	99.2701	best_ensembl_ortholog
946	HSD17B10	ENSG00000072506	ENSMUSG00000025260	Hsd17b10	ortholog_one2one	87.7395	best_ensembl_ortholog
947	UBQLN2	ENSG00000188021	ENSMUSG00000050148	Ubqln2	ortholog_one2one	89.2628	best_ensembl_ortholog
948	FOXO4	ENSG00000184481	ENSMUSG00000042903	Foxo4	ortholog_one2one	88.3168	best_ensembl_ortholog
949	PHKA1	ENSG00000067177	ENSMUSG00000034055	Phka1	ortholog_one2one	94.8487	best_ensembl_ortholog
950	TSPAN6	ENSG00000000003	ENSMUSG00000067377	Tspan6	ortholog_one2one	93.0612	best_ensembl_ortholog
951	BTK	ENSG00000010671	ENSMUSG00000031264	Btk	ortholog_one2one	98.3308	best_ensembl_ortholog
952	TSC22D3	ENSG00000157514	ENSMUSG00000031431	Tsc22d3	ortholog_one2one	86.5	best_ensembl_ortholog
953	PSMD10	ENSG00000101843	ENSMUSG00000031429	Psmd10	ortholog_one2one	93.8053	best_ensembl_ortholog
954	IL13RA1	ENSG00000131724	ENSMUSG00000017057	Il13ra1	ortholog_one2one	74.7073	best_ensembl_ortholog
955	PGRMC1	ENSG00000101856	ENSMUSG00000006373	Pgrmc1	ortholog_one2one	95.3846	best_ensembl_ortholog
956	UBE2A	ENSG00000077721	ENSMUSG00000016308	Ube2a	ortholog_one2one	100.0	best_ensembl_ortholog
957	UTP14A	ENSG00000156697	ENSMUSG00000063785	Utp14a	ortholog_many2many	77.1725	best_ensembl_ortholog
958	SLC25A14	ENSG00000102078	ENSMUSG00000031105	Slc25a14	ortholog_one2one	87.0769	best_ensembl_ortholog
959	HPRT1	ENSG00000165704	ENSMUSG00000025630	Hprt1	ortholog_one2one	96.789	best_ensembl_ortholog
960	HTATSF1	ENSG00000102241	ENSMUSG00000067873	Htatsf1	ortholog_one2one	75.894	best_ensembl_ortholog
961	MAMLD1	ENSG00000013619	ENSMUSG00000059401	Mamld1	ortholog_one2one	61.6279	best_ensembl_ortholog
962	NSDHL	ENSG00000147383	ENSMUSG00000031349	Nsdhl	ortholog_one2one	83.1099	best_ensembl_ortholog
963	LAGE3	ENSG00000196976	ENSMUSG00000015289	Lage3	ortholog_one2one	51.049	best_ensembl_ortholog
964	PSME2	ENSG00000100911	ENSMUSG00000079197	Psme2	ortholog_one2many	93.7238	additional_paralog_for_fixed_dimension
965	GAPDH	ENSG00000111640	ENSMUSG00000110469	Gapdhrt2	ortholog_one2many	93.1343	additional_paralog_for_fixed_dimension
966	GAPDH	ENSG00000111640	ENSMUSG00000097148	Gapdhrt	ortholog_one2many	92.8358	additional_paralog_for_fixed_dimension
967	CYCS	ENSG00000172115	ENSMUSG00000063694	Cycs	ortholog_one2many	91.4286	additional_paralog_for_fixed_dimension
968	PIN1	ENSG00000127445	ENSMUSG00000074997	Pin1rt1	ortholog_one2many	90.1841	additional_paralog_for_fixed_dimension
969	ACAT2	ENSG00000120437	ENSMUSG00000062480	Acat3	ortholog_one2many	85.8942	additional_paralog_for_fixed_dimension
970	ACAA1	ENSG00000060971	ENSMUSG00000036138	Acaa1a	ortholog_one2many	85.6132	additional_paralog_for_fixed_dimension
971	CBR1	ENSG00000159228	ENSMUSG00000082815	Cbr1b	ortholog_one2many	83.7545	additional_paralog_for_fixed_dimension
972	PNP	ENSG00000198805	ENSMUSG00000068417	Pnp2	ortholog_one2many	82.699	additional_paralog_for_fixed_dimension
973	ALDOA	ENSG00000149925	ENSMUSG00000059343	Aldoart1	ortholog_one2many	81.5789	additional_paralog_for_fixed_dimension
