model	term	observed_direction	gene_level_support_strength	fdr_gene_direction_call	median_hvg_direction_vs_pathway	n_pathway_genes_total	n_pathway_genes_measured_hvg	n_any_fdr05	n_nominal_p05	fraction_any_fdr05	fraction_nominal_p05	n_sig_genes_same_direction_as_pathway	n_sig_genes_opposite_direction_to_pathway	median_pooled_log2cpm_flt_minus_gc	top_gene_examples	review_rationale
thymus_hvg	R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	FLT_down	strong	mostly_opposite_direction	same	223	74	9	26	0.1216216216216216	0.3513513513513513	2	7	-0.1694535665521366	Afdn:+0.68,q=6.89e-05; Il6ra:+0.74,q=0.0002; Cdh2:+0.74,q=0.00032; Zeb2:+0.66,q=0.00146; Ezh2:-0.80,q=0.00164; Cdh17:+0.84,q=0.00518; Ctss:+0.39,q=0.0158; Angptl4:+0.59,q=0.0285	Adherens junction down may reflect altered thymic epithelial organization.
thymus_hvg	R-MMU-2029485_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	FLT_down	moderate	mostly_opposite_direction	opposite	124	39	3	4	0.0769230769230769	0.1025641025641025	1	2	0.1850829447078901	Pld4:+0.61,q=0.0056; Fcgr2b:+0.54,q=0.0292; Cd3g:-0.56,q=0.0305; ENSMUSG00000096108:+0.90,q=0.0662; Plcg2:+0.54,q=0.166; ENSMUSG00000096452:+0.41,q=0.219; ENSMUSG00000076666:+0.43,q=0.246; Syk:+0.33,q=0.28	Phospholipid roles in phagocytosis down fit immune suppression, though not a direct thymus-spaceflight pathway.
thymus_hvg	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	FLT_down	strong	mostly_opposite_direction	opposite	55	20	4	9	0.2	0.45	0	4	0.3180331490076815	Atp10d:+0.48,q=0.00605; Atp2b2:+0.70,q=0.0167; Camk2b:+0.59,q=0.0271; Fxyd6:+0.72,q=0.0356; Atp9a:+0.59,q=0.0518; Camk2a:-0.50,q=0.0996; ENSMUSG00000021983:+0.44,q=0.137; Atp1a2:+0.61,q=0.166	Ion pump signal may reflect activation or stress-state shifts.
thymus_hvg	R-MMU-556833_METABOLISM_OF_LIPIDS	FLT_down	strong	mostly_opposite_direction	opposite	628	119	25	55	0.2100840336134453	0.4621848739495798	3	22	0.3331009752580787	Bmx:+0.88,q=0.000191; Ptgds:+0.94,q=0.000212; Plpp3:+0.46,q=0.000226; ENSMUSG00000025701:+1.05,q=0.000968; Arsb:+0.57,q=0.00135; Ptgs1:+0.58,q=0.00332; Cyp4f18:+0.74,q=0.0054; Idi1:-0.65,q=0.00742	Lipid metabolism down can reflect mitochondrial and inflammatory stress remodeling.
thymus_hvg	R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	FLT_down	strong	mostly_opposite_direction	opposite	68	15	6	9	0.4	0.6	0	6	0.4048890023545572	ENSMUSG00000078153:+0.54,q=0.00289; H2-Q10:+0.82,q=0.00812; Ncf1:+0.72,q=0.00989; Mrc1:+0.38,q=0.0163; H2-Q7:+0.52,q=0.0315; Cybb:+0.48,q=0.0416; B2m:+0.23,q=0.0722; Cd207:-0.54,q=0.0724	Antigen cross-presentation down may reflect immune-cell composition or reduced activation-state signaling.
thymus_hvg	R-MMU-9007101_RAB_REGULATION_OF_TRAFFICKING	FLT_down	none	no_fdr_genes	opposite	115	14	0	3	0.0	0.2142857142857142	0	0	0.2414298096179008	Sbf2:+0.48,q=0.0598; Dennd5a:+0.41,q=0.0963; Rin3:+0.41,q=0.176; Rab7b:+0.31,q=0.198; Dennd2d:+0.28,q=0.237; Dennd3:+0.40,q=0.32; Dennd4a:+0.26,q=0.449; Dennd4c:-0.19,q=0.519	Rab trafficking down may reflect reduced receptor or secretory remodeling in stressed immune tissue.
thymus_hvg	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	FLT_down	strong	mostly_same_direction	opposite	596	174	56	87	0.3218390804597701	0.5	32	24	0.1564946176703778	Spc25:-1.47,q=1.91e-06; Jag1:+0.66,q=8.1e-06; Spc24:-1.47,q=8.33e-06; Sgo1:-1.50,q=3.91e-05; Prc1:-1.39,q=0.000151; Cenpa:-1.02,q=0.000157; Mad2l1:-1.04,q=0.000183; Bub1:-1.35,q=0.000191	Rho GTPase signaling down may reflect impaired thymocyte motility or altered stromal architecture under changed gravity.
thymus_hvg	R-MMU-1566948_ELASTIC_FIBRE_FORMATION	FLT_down	strong	mostly_opposite_direction	opposite	39	19	9	13	0.4736842105263157	0.6842105263157895	0	9	0.672841083575229	Itgb8:+0.82,q=0.00102; Ltbp3:+0.93,q=0.00155; Fbn2:+0.81,q=0.00472; Ltbp1:+0.76,q=0.00701; Lox:+0.56,q=0.0107; Eln:+0.84,q=0.0193; Ltbp4:+0.79,q=0.0318; Fn1:+0.85,q=0.0358	Elastic-fiber signal may mark stromal matrix remodeling in involution.
thymus_hvg	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	FLT_down	strong	mostly_same_direction	same	195	26	7	10	0.2692307692307692	0.3846153846153846	7	0	-0.289079713347391	Cdk1:-1.49,q=7.94e-05; Plk4:-1.02,q=0.000171; Dynlt5:-1.01,q=0.00271; Nek2:-1.33,q=0.00542; Plk1:-1.12,q=0.00812; Tuba1b:-0.62,q=0.0252; Tuba1c:-0.50,q=0.0409; Hsp90aa1:-0.29,q=0.0833	Primary cilium assembly down may reflect stromal or mechanosensory adaptation under low gravity.
thymus_hvg	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	FLT_down	strong	mostly_opposite_direction	opposite	700	142	35	57	0.2464788732394366	0.4014084507042254	14	21	0.214378202961011	App:+0.74,q=6.61e-05; Ap3s1:-0.70,q=0.000122; Cenpe:-1.27,q=0.000308; Apoe:+0.90,q=0.00032; ENSMUSG00000012443:-1.37,q=0.000958; ENSMUSG00000074899:+0.92,q=0.00098; Ctsz:+0.58,q=0.00104; Trf:+0.80,q=0.00114	Vesicle-mediated transport down is a broad trafficking signal that may reflect reduced activation or secretory demand.
thymus_hvg	R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	FLT_down	strong	mostly_opposite_direction	same	181	57	5	20	0.087719298245614	0.3508771929824561	1	4	-0.494313171340428	Ccnd2:+0.51,q=0.000879; Lmo2:+0.58,q=0.00164; Gata2:+0.82,q=0.00351; Ccnd1:+0.37,q=0.0226; H2ac23:-1.43,q=0.238; H3c14:-0.95,q=0.0525; H2ax:-0.90,q=0.0606; H2ac11:-1.27,q=0.0677	RUNX1 regulation down may indicate altered immune differentiation or cell composition.
thymus_hvg	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	FLT_down	strong	mostly_opposite_direction	opposite	410	120	29	59	0.2416666666666666	0.4916666666666666	2	27	0.4179585889452435	Spry2:+0.50,q=0.000598; Chek1:-1.14,q=0.00064; Tgfa:+0.98,q=0.0016; Igf1:+0.48,q=0.00224; Tns3:+0.76,q=0.00362; Cyfip1:+0.41,q=0.00364; Cilp:+1.16,q=0.00379; Pdgfc:+0.57,q=0.00537	Receptor tyrosine kinase downshift can complement reduced thymic proliferation and stromal remodeling after stress.
thymus_hvg	R-MMU-8978868_FATTY_ACID_METABOLISM	FLT_down	strong	mostly_opposite_direction	opposite	176	39	11	20	0.282051282051282	0.5128205128205128	0	11	0.4638113485865585	Ptgds:+0.94,q=0.000212; ENSMUSG00000025701:+1.05,q=0.000968; Ptgs1:+0.58,q=0.00332; Cyp4f18:+0.74,q=0.0054; Acaa1b:+0.63,q=0.0089; Alox15:+0.97,q=0.0116; Alox5ap:+0.48,q=0.0131; Ggt5:+0.58,q=0.0172	Fatty-acid metabolism down can reflect mitochondrial dysfunction or changing immune-cell composition.
thymus_hvg	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	FLT_down	strong	mostly_opposite_direction	opposite	333	44	11	21	0.25	0.4772727272727273	3	8	0.2476398151076582	Ube2c:-1.35,q=5.17e-05; ENSMUSG00000078153:+0.54,q=0.00289; Ube2l6:+0.57,q=0.00364; Ccnf:-1.27,q=0.00597; H2-Q10:+0.82,q=0.00812; Cdc20:-1.19,q=0.00855; Ncf1:+0.72,q=0.00989; Mrc1:+0.38,q=0.0163	Class I MHC processing down could reflect altered antigen presentation, thymocyte composition, or impaired immune activation.
thymus_hvg	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	FLT_down	strong	mostly_opposite_direction	opposite	142	51	5	11	0.0980392156862745	0.2156862745098039	0	5	0.2013107138953014	Apoe:+0.90,q=0.00032; Apol9a:+0.69,q=0.00701; Apol11b:+0.78,q=0.0257; Lrp1:+0.95,q=0.0291; Apol7c:+0.71,q=0.0458; Scarb1:+0.46,q=0.0505; ENSMUSG00000096108:+0.90,q=0.0662; Sparc:+0.46,q=0.068	Scavenger receptor uptake down can complement reported innate immune functional changes, without direct thymus proof.
thymus_hvg	R-MMU-9612973_AUTOPHAGY	FLT_down	strong	mostly_same_direction	same	129	16	3	4	0.1875	0.25	2	1	-0.03703289589488	Vim:+0.43,q=0.00771; Tuba1b:-0.62,q=0.0252; Tuba1c:-0.50,q=0.0409; Tubb4b:-0.36,q=0.162; Src:+0.66,q=0.166; Tubb2b:-0.48,q=0.166; Tubb2a:-0.34,q=0.247; Tuba8:+0.25,q=0.403	Autophagy suppression could accompany mitochondrial dysfunction, but the direction is not a direct prior thymus signal.
thymus_hvg	R-MMU-2172127_DAP12_INTERACTIONS	FLT_down	moderate	mostly_opposite_direction	opposite	36	16	2	6	0.125	0.375	0	2	0.2824632996034255	Cd300lb:+0.70,q=0.0079; Klrc1:+0.58,q=0.0339; Tyrobp:+0.49,q=0.0525; B2m:+0.23,q=0.0722; Sirpa:+0.46,q=0.0867; Clec5a:+0.48,q=0.113; Lck:-0.50,q=0.134; Klrc2:+0.44,q=0.166	DAP12 interactions can mark innate immune remodeling, with direction dependent on cell composition and activation state.
thymus_hvg	R-MMU-2672351_STIMULI_SENSING_CHANNELS	FLT_down	strong	mostly_opposite_direction	opposite	101	20	8	9	0.4	0.45	0	8	0.3249840405371005	Ano7:+0.68,q=0.00529; Sgk1:+0.40,q=0.00743; Ttyh2:+0.57,q=0.0081; Lrrk1:+0.66,q=0.0121; Asph:+0.56,q=0.0162; Ano1:+0.88,q=0.0257; Clca1:+0.75,q=0.0407; Trpm5:+0.88,q=0.0413	Suppressed stimulus-sensing channel programs could track impaired activation or mechanotransduction under altered gravity.
thymus_hvg	R-MMU-199991_MEMBRANE_TRAFFICKING	FLT_down	strong	mostly_opposite_direction	opposite	559	91	30	46	0.3296703296703296	0.5054945054945055	14	16	0.2247752152112294	App:+0.74,q=6.61e-05; Ap3s1:-0.70,q=0.000122; Cenpe:-1.27,q=0.000308; ENSMUSG00000012443:-1.37,q=0.000958; ENSMUSG00000074899:+0.92,q=0.00098; Ctsz:+0.58,q=0.00104; Trf:+0.80,q=0.00114; Kif15:-1.24,q=0.00154	Trafficking signal may reflect receptor recycling, secretion, or cell-composition changes.
thymus_hvg	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	FLT_down	strong	mostly_opposite_direction	opposite	257	53	9	17	0.1698113207547169	0.320754716981132	4	5	0.2207840563090934	Tgfa:+0.98,q=0.0016; Ezh2:-0.80,q=0.00164; Pdgfb:+0.73,q=0.00567; Sgk1:+0.40,q=0.00743; Trat1:-0.79,q=0.0102; Kit:+0.65,q=0.0129; Egfr:+0.61,q=0.0204; Ntrk3:-0.28,q=0.0206	Calcium/cAMP-like second messengers can sit downstream of mechanosensory and immune receptor changes.
thymus_hvg	R-MMU-1500931_CELL_CELL_COMMUNICATION	FLT_down	strong	mostly_opposite_direction	opposite	273	93	12	34	0.1290322580645161	0.3655913978494624	3	9	0.0098236072403601	Afdn:+0.68,q=6.89e-05; Il6ra:+0.74,q=0.0002; Cdh2:+0.74,q=0.00032; F11r:+0.48,q=0.00102; Zeb2:+0.66,q=0.00146; Ezh2:-0.80,q=0.00164; Cdh17:+0.84,q=0.00518; Nphs2:-0.77,q=0.0096	Cell-cell communication down can capture altered thymic epithelial-thymocyte interactions.
thymus_hvg	R-MMU-983712_ION_CHANNEL_TRANSPORT	FLT_down	strong	mostly_opposite_direction	opposite	176	42	12	20	0.2857142857142857	0.4761904761904761	0	12	0.3382705169376496	Ano7:+0.68,q=0.00529; Atp10d:+0.48,q=0.00605; Sgk1:+0.40,q=0.00743; Ttyh2:+0.57,q=0.0081; Lrrk1:+0.66,q=0.0121; Asph:+0.56,q=0.0162; Atp2b2:+0.70,q=0.0167; Ano1:+0.88,q=0.0257	Ion transport down may track mechanosensory or activation-state changes rather than a thymus-specific pathway.
thymus_hvg	R-MMU-195721_SIGNALING_BY_WNT	FLT_down	moderate	mostly_opposite_direction	opposite	223	32	2	13	0.0625	0.40625	0	2	0.2425646182490348	Fzd2:+0.76,q=0.00529; Ryk:+0.45,q=0.00742; Gnb3:+0.49,q=0.0513; Tcf7:-0.61,q=0.0729; Gng2:+0.35,q=0.0857; Sox4:-0.52,q=0.0878; Camk2a:-0.50,q=0.0996; Prickle1:-0.43,q=0.102	WNT suppression can complement reduced thymopoiesis and stromal remodeling, but direct pathway evidence is weak.
thymus_hvg	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	FLT_down	moderate	mostly_opposite_direction	same	132	50	3	18	0.06	0.36	1	2	-0.5736112664048383	ENSMUSG00000041235:+0.68,q=0.00402; Bcl11a:+0.60,q=0.00581; H2ac23:-1.43,q=0.238; H3c14:-0.95,q=0.0525; H2ax:-0.90,q=0.0606; Zfp827:+0.57,q=0.0606; H2ac11:-1.27,q=0.0677; Cdk2ap1:-0.32,q=0.0761	ATP-dependent chromatin-remodeler suppression can accompany cell-cycle downshift or broader spaceflight epigenetic remodeling.
thymus_hvg	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	FLT_down	strong	mostly_opposite_direction	opposite	54	23	6	13	0.2608695652173913	0.5652173913043478	0	6	0.5236926900025516	Sdc4:+0.33,q=0.00237; Col4a2:+0.81,q=0.0172; Col4a1:+0.78,q=0.0202; Sdc1:+0.58,q=0.024; Col5a3:+0.85,q=0.0268; Fn1:+0.85,q=0.0358; Sntb1:+0.66,q=0.0569; Sdc3:+0.55,q=0.0607	Non-integrin ECM interactions may mark stromal remodeling or cell-composition shifts rather than thymocyte-intrinsic biology.
thymus_hvg	R-MMU-5688426_DEUBIQUITINATION	FLT_down	strong	mostly_same_direction	same	240	46	10	19	0.217391304347826	0.4130434782608695	6	4	-0.1211196007322028	Smad7:+0.63,q=4.22e-05; Cdk1:-1.49,q=7.94e-05; Ccna2:-1.62,q=0.000423; Clspn:-1.08,q=0.00597; Cdc20:-1.19,q=0.00855; Brca1:-1.04,q=0.0163; Ifih1:+0.43,q=0.0177; Rnf128:+0.34,q=0.0315	Deubiquitination down may reflect reduced protein-turnover demand in less proliferative thymic tissue.
thymus_hvg	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	FLT_down	strong	mostly_opposite_direction	opposite	144	52	12	16	0.2307692307692307	0.3076923076923077	0	12	0.3767918932674853	Cfh:+0.99,q=0.00191; Serping1:+0.86,q=0.00275; Clu:+0.85,q=0.00282; ENSMUSG00000001128:+0.59,q=0.00282; C1qb:+0.65,q=0.00867; C1qa:+0.65,q=0.0143; C3:+0.80,q=0.0161; Hc:+1.02,q=0.0227	Complement regulation down may reflect altered innate immune state or cell composition.
thymus_hvg	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	FLT_down	strong	mostly_opposite_direction	same	231	76	10	28	0.131578947368421	0.3684210526315789	2	8	-0.1320891899136221	Afdn:+0.68,q=6.89e-05; Il6ra:+0.74,q=0.0002; Cdh2:+0.74,q=0.00032; F11r:+0.48,q=0.00102; Zeb2:+0.66,q=0.00146; Ezh2:-0.80,q=0.00164; Cdh17:+0.84,q=0.00518; Ctss:+0.39,q=0.0158	Cell-cell junction downshift can complement reported thymic epithelial mislocalization and microenvironment remodeling.
thymus_hvg	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	FLT_down	strong	mostly_opposite_direction	opposite	538	135	29	55	0.2148148148148148	0.4074074074074074	3	26	0.3215084113717044	Cdh2:+0.74,q=0.00032; ENSMUSG00000074899:+0.92,q=0.00098; Kif4:-1.38,q=0.00224; Dsg2:+0.58,q=0.00282; Arhgef12:+0.64,q=0.00415; Rap1gap:+1.07,q=0.00447; Arhgef28:+0.82,q=0.00575; ENSMUSG00000039116:+0.82,q=0.00745	The term cannot distinguish thymic epithelial, T-cell, stromal, or off-context developmental programs, so alignment remains complementary.
thymus_hvg	R-MMU-5673001_RAF_MAP_KINASE_CASCADE	FLT_down	strong	mostly_opposite_direction	opposite	253	62	11	17	0.1774193548387097	0.2741935483870967	0	11	0.2654269366493902	ENSMUSG00000074899:+0.92,q=0.00098; Tgfa:+0.98,q=0.0016; Pdgfb:+0.73,q=0.00567; Kit:+0.65,q=0.0129; Csf2rb:+0.63,q=0.0129; Pea15a:+0.36,q=0.0162; Egfr:+0.61,q=0.0204; Camk2b:+0.59,q=0.0271	RAF-MAPK downshift can complement impaired immune activation and stress signaling under altered gravity.
thymus_hvg	R-MMU-5684996_MAPK1_MAPK3_SIGNALING	FLT_down	strong	mostly_opposite_direction	opposite	259	65	13	19	0.2	0.2923076923076923	1	12	0.2639761587950087	Cdk1:-1.49,q=7.94e-05; Il6ra:+0.74,q=0.0002; ENSMUSG00000074899:+0.92,q=0.00098; Tgfa:+0.98,q=0.0016; Pdgfb:+0.73,q=0.00567; Kit:+0.65,q=0.0129; Csf2rb:+0.63,q=0.0129; Pea15a:+0.36,q=0.0162	MAPK1/3 down can sit downstream of suppressed cytokine, receptor, or stress-response signaling after flight.
thymus_hvg	R-MMU-9013149_RAC1_GTPASE_CYCLE	FLT_down	strong	mostly_opposite_direction	opposite	173	60	15	27	0.25	0.45	4	11	0.3035737653620205	Jag1:+0.66,q=8.1e-06; Ect2:-1.15,q=0.00105; Diaph3:-1.13,q=0.00159; Cyfip1:+0.41,q=0.00364; Racgap1:-0.95,q=0.00812; Ncf1:+0.72,q=0.00989; Fgd5:+0.79,q=0.0163; Depdc1b:-1.13,q=0.024	RAC1 cycling down can complement gravity-sensitive immune-cell motility changes.
thymus_hvg	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	FLT_down	strong	mostly_opposite_direction	opposite	1349	254	75	129	0.2952755905511811	0.5078740157480315	20	55	0.257967888509264	Smad7:+0.63,q=4.22e-05; Ube2c:-1.35,q=5.17e-05; App:+0.74,q=6.61e-05; Cdk1:-1.49,q=7.94e-05; Igfbp5:+0.88,q=0.000157; Top2a:-1.41,q=0.000281; Cdh2:+0.74,q=0.00032; Apoe:+0.90,q=0.00032	Post-translational modification down may reflect reduced proliferation or altered immune-cell composition.
thymus_hvg	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	FLT_down	strong	mostly_opposite_direction	opposite	200	79	17	29	0.2151898734177215	0.3670886075949367	7	10	0.1850829447078901	Ulbp1:-0.94,q=0.00281; Cd200:+0.50,q=0.00408; ENSMUSG00000076490:-0.86,q=0.00768; Cd300lb:+0.70,q=0.0079; H2-Q10:+0.82,q=0.00812; C3:+0.80,q=0.0161; Cxadr:+0.53,q=0.0168; Cd8b1:-0.78,q=0.0195	Reduced lymphoid/non-lymphoid interaction signaling can complement altered thymic epithelial-thymocyte organization.
thymus_hvg	R-MMU-9012999_RHO_GTPASE_CYCLE	FLT_down	strong	mostly_opposite_direction	opposite	413	128	33	59	0.2578125	0.4609375	10	23	0.3035737653620205	Jag1:+0.66,q=8.1e-06; Ect2:-1.15,q=0.00105; Diaph3:-1.13,q=0.00159; Pcdh7:+0.80,q=0.00165; Dsg2:+0.58,q=0.00282; Cyfip1:+0.41,q=0.00364; Arhgef12:+0.64,q=0.00415; Arhgef28:+0.82,q=0.00575	Rho-cycle downshift can complement altered-gravity effects on immune-cell adhesion, migration, and stromal mechanics.
thymus_hvg	R-MMU-8856688_GOLGI_TO_ER_RETROGRADE_TRANSPORT	FLT_down	strong	mostly_same_direction	same	125	28	13	17	0.4642857142857143	0.6071428571428571	12	1	-0.4877955763903498	Cenpe:-1.27,q=0.000308; ENSMUSG00000012443:-1.37,q=0.000958; Kif15:-1.24,q=0.00154; ENSMUSG00000024795:-0.86,q=0.00219; Kif4:-1.38,q=0.00224; Kif2c:-1.30,q=0.00472; Kif22:-1.11,q=0.00605; Kif23:-0.89,q=0.00708	Retrograde-transport suppression could accompany stress or cell-composition shifts, but direct thymus evidence is absent.
thymus_hvg	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	FLT_down	weak	mostly_same_direction	opposite	240	24	1	4	0.0416666666666666	0.1666666666666666	1	0	0.099257837999779	Rmnd5a:-0.63,q=0.0206; ENSMUSG00000064368:+0.34,q=0.23; Ubc:+0.23,q=0.479; Me1:+0.29,q=0.487; Ldhb:-0.12,q=0.571; Idh2:+0.13,q=0.591; ENSMUSG00000064357:-0.29,q=0.594; ENSMUSG00000064356:+0.17,q=0.656	Respiratory electron transport down fits spaceflight mitochondrial stress better than activation, but remains non-thymus-specific.
thymus_hvg	R-MMU-8980692_RHOA_GTPASE_CYCLE	FLT_down	strong	mostly_opposite_direction	opposite	142	49	16	26	0.3265306122448979	0.5306122448979592	7	9	0.3119919723837423	Ect2:-1.15,q=0.00105; Diaph3:-1.13,q=0.00159; Pcdh7:+0.80,q=0.00165; Arhgef12:+0.64,q=0.00415; Arhgef28:+0.82,q=0.00575; Anln:-1.10,q=0.00597; Racgap1:-0.95,q=0.00812; Cavin1:+0.55,q=0.0137	RHOA-cycle suppression can fit gravity-sensitive actin, adhesion, and stromal-thymocyte motility changes without being a direct thymus marker.
thymus_hvg	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	FLT_down	strong	mixed_tie	same	202	57	6	19	0.1052631578947368	0.3333333333333333	3	3	-0.507454378471424	Ezh2:-0.80,q=0.00164; Arid5b:+0.48,q=0.00164; Prdm16:+0.60,q=0.0124; Nsd2:-0.74,q=0.0218; Ccnd1:+0.37,q=0.0226; H2ac23:-1.43,q=0.238; H3c14:-0.95,q=0.0525; H2ac11:-1.27,q=0.0677	Chromatin-modifying enzyme downshift can accompany cell-cycle suppression or broad epigenetic remodeling.
soleus_hvg	R-MMU-1640170_CELL_CYCLE	FLT_up	moderate	mixed_tie	same	613	123	2	18	0.016260162601626	0.1463414634146341	1	1	0.3153922788095621	Sgo2a:-0.99,q=2.98e-07; Nup210:+0.99,q=0.0251; Jak2:+0.27,q=0.0506; H3c8:+0.85,q=0.0605; Cdkn1a:+0.88,q=0.109; Mcm10:+0.52,q=0.109; Cdca5:+0.38,q=0.153; ENSMUSG00000020897:+0.59,q=0.164	Space-flown soleus shows myogenic reprogramming markers, but cell-cycle pathway activation could reflect nonmyofiber cells or arrest rather than direct myofiber proliferation.
soleus_hvg	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	FLT_up	strong	mostly_opposite_direction	same	596	162	7	26	0.0432098765432098	0.1604938271604938	0	7	0.1070648420572748	Sgo2a:-0.99,q=2.98e-07; Cyfip2:-1.96,q=1.03e-06; Rhobtb1:-1.19,q=3.96e-06; Stom:-0.59,q=1.22e-05; Fgd4:-0.48,q=0.00133; Fgd3:-1.18,q=0.01; Rhou:-0.42,q=0.0128; Anln:+0.69,q=0.0557	Rho-family signaling fits cytoskeletal, adhesion, and mechanotransduction remodeling during unloading, but direct pathway-level up evidence is limited.
soleus_hvg	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	FLT_up	moderate	mixed_tie	same	281	75	2	13	0.0266666666666666	0.1733333333333333	1	1	0.0297887708119218	Pde4d:+0.51,q=0.0016; Mchr1:-0.80,q=0.0261; Ccr3:+0.43,q=0.0816; Pde4b:+0.53,q=0.0863; Ackr3:-0.46,q=0.0886; Pde4a:-0.99,q=0.0983; Adcy2:-0.45,q=0.107; Fpr2:+0.45,q=0.125	G-protein signaling can interact with disuse, metabolism, and inflammatory pathways, but prior soleus spaceflight studies do not establish G alpha i up-regulation.
soleus_hvg	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	FLT_up	moderate	mostly_opposite_direction	same	322	84	2	13	0.0238095238095238	0.1547619047619047	0	2	0.0716498421107866	P2ry1:-0.98,q=0.000459; Mchr1:-0.80,q=0.0261; F2:-0.53,q=0.0692; Ccr3:+0.43,q=0.0816; Ackr3:-0.46,q=0.0886; Fpr2:+0.45,q=0.125; Cxcl11:-0.75,q=0.14; Adrb2:+0.39,q=0.141	This Reactome family mostly represents class A GPCRs, not only visual rhodopsin; GPCR signaling is plausible in stress and inflammatory remodeling, but direction evidence is weak.
soleus_hvg	R-MMU-73894_DNA_REPAIR	FLT_up	moderate	mostly_same_direction	same	330	44	3	6	0.0681818181818181	0.1363636363636363	2	1	0.3664628334825995	Eya4:+0.62,q=1.78e-05; Polq:-0.59,q=0.00188; Dtl:+0.86,q=0.0328; Pclaf:+0.58,q=0.212; Clspn:+0.48,q=0.225; H2ac11:+0.72,q=0.251; H2ac7:+0.38,q=0.281; H2ac15:+0.66,q=0.288	Spaceflight combines unloading with oxidative and radiation stress, making DNA repair plausible, but skeletal-muscle-specific direction is indirect.
soleus_hvg	R-MMU-199991_MEMBRANE_TRAFFICKING	FLT_up	moderate	mixed_tie	same	559	89	2	18	0.0224719101123595	0.2022471910112359	1	1	0.1095611943524699	Ank1:-0.35,q=0.01; Hbegf:+1.58,q=0.0247; Areg:+0.29,q=0.0528; Ldlr:+1.05,q=0.0602; Gja5:-0.71,q=0.0757; Plin3:-0.54,q=0.0995; Synj2:+0.36,q=0.11; Adrb2:+0.39,q=0.141	Membrane trafficking may reflect receptor, ion-channel, and proteostasis remodeling, but specific direction evidence in soleus microgravity is limited.
soleus_hvg	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	FLT_up	moderate	mixed_tie	same	231	66	2	7	0.0303030303030303	0.106060606060606	1	1	0.2883981461832978	Ctsl:-0.42,q=8.11e-05; Amot:+0.52,q=0.0328; Jak2:+0.27,q=0.0506; H3c8:+0.85,q=0.0605; Pcsk6:-0.65,q=0.153; H3c10:+1.05,q=0.198; H2ac11:+0.72,q=0.251; H2ac7:+0.38,q=0.281	Human astronaut soleus showed postflight enrichment of cell-junction/cytoskeletal and ECM-related annotations, but mouse transcript data are mixed.
soleus_hvg	R-MMU-8951664_NEDDYLATION	FLT_up	moderate	mostly_same_direction	same	209	26	3	6	0.1153846153846153	0.2307692307692307	2	1	0.0262345828949377	Asb5:+1.19,q=0.00128; Fbxo32:-1.28,q=0.00141; Dtl:+0.86,q=0.0328; ENSMUSG00000075307:+0.30,q=0.214; Nfe2l2:-0.19,q=0.289; Lmo7:+0.23,q=0.294; ENSMUSG00000054978:-0.59,q=0.318; Klhl13:-0.38,q=0.441	Protein turnover pathways are central to muscle atrophy, but neddylation-specific up-regulation is not directly shown in soleus spaceflight literature.
