tissue	gene_set	term	description	pathway_genes_in_background	selected_genes	overlap	overlap_genes	overlap_symbols	p_value	fdr
tibialis_anterior	generated_supported	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	https://reactome.org/PathwayBrowser/#/R-MMU-9006925	36	8	2	ENSMUSG00000021948,ENSMUSG00000023067	Prkcd,Cdkn1a	0.0323386562776642	0.1274066193504578
tibialis_anterior	generated_supported	R-MMU-556833_METABOLISM_OF_LIPIDS	https://reactome.org/PathwayBrowser/#/R-MMU-556833	46	8	2	ENSMUSG00000046598,ENSMUSG00000056091	Bdh1,St3gal5	0.0509626477401831	0.1274066193504578
tibialis_anterior	generated_supported	R-MMU-1430728_METABOLISM	https://reactome.org/PathwayBrowser/#/R-MMU-1430728	150	8	3	ENSMUSG00000010914,ENSMUSG00000046598,ENSMUSG00000056091	Pdhx,Bdh1,St3gal5	0.1112056286991692	0.1853427144986154
tibialis_anterior	generated_supported	R-MMU-162582_SIGNAL_TRANSDUCTION	https://reactome.org/PathwayBrowser/#/R-MMU-162582	212	8	3	ENSMUSG00000010914,ENSMUSG00000021948,ENSMUSG00000023067	Pdhx,Prkcd,Cdkn1a	0.2425913379195883	0.3032391723994854
tibialis_anterior	generated_supported	R-MMU-392499_METABOLISM_OF_PROTEINS	https://reactome.org/PathwayBrowser/#/R-MMU-392499	161	8	2	ENSMUSG00000046598,ENSMUSG00000056091	Bdh1,St3gal5	0.391293544364261	0.391293544364261
tibialis_anterior	exploratory_union	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	https://reactome.org/PathwayBrowser/#/R-MMU-1474228	11	15	2	ENSMUSG00000006205,ENSMUSG00000021477	Htra1,Ctsl	0.0112448778659376	0.1686731679890653
tibialis_anterior	exploratory_union	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	https://reactome.org/PathwayBrowser/#/R-MMU-1474244	23	15	2	ENSMUSG00000006205,ENSMUSG00000021477	Htra1,Ctsl	0.0464839001865727	0.331824503638118
tibialis_anterior	exploratory_union	R-MMU-1430728_METABOLISM	https://reactome.org/PathwayBrowser/#/R-MMU-1430728	150	15	5	ENSMUSG00000010914,ENSMUSG00000021477,ENSMUSG00000030630,ENSMUSG00000046598,ENSMUSG00000056091	Pdhx,Ctsl,Fah,Bdh1,St3gal5	0.0663649007276236	0.331824503638118
tibialis_anterior	exploratory_union	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	https://reactome.org/PathwayBrowser/#/R-MMU-9006925	36	15	2	ENSMUSG00000021948,ENSMUSG00000023067	Prkcd,Cdkn1a	0.1031659617489556	0.3494712686552306
tibialis_anterior	exploratory_union	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	https://reactome.org/PathwayBrowser/#/R-MMU-212436	90	15	3	ENSMUSG00000021477,ENSMUSG00000023067,ENSMUSG00000038332	Ctsl,Cdkn1a,Sesn1	0.1542214057370105	0.3494712686552306
tibialis_anterior	exploratory_union	R-MMU-556833_METABOLISM_OF_LIPIDS	https://reactome.org/PathwayBrowser/#/R-MMU-556833	46	15	2	ENSMUSG00000046598,ENSMUSG00000056091	Bdh1,St3gal5	0.155209828859111	0.3494712686552306
tibialis_anterior	exploratory_union	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	https://reactome.org/PathwayBrowser/#/R-MMU-73857	97	15	3	ENSMUSG00000021477,ENSMUSG00000023067,ENSMUSG00000038332	Ctsl,Cdkn1a,Sesn1	0.1812662251288249	0.3494712686552306
tibialis_anterior	exploratory_union	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	https://reactome.org/PathwayBrowser/#/R-MMU-3700989	53	15	2	ENSMUSG00000023067,ENSMUSG00000038332	Cdkn1a,Sesn1	0.1943612745954999	0.3494712686552306
tibialis_anterior	exploratory_union	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	https://reactome.org/PathwayBrowser/#/R-MMU-74160	104	15	3	ENSMUSG00000021477,ENSMUSG00000023067,ENSMUSG00000038332	Ctsl,Cdkn1a,Sesn1	0.2096827611931384	0.3494712686552306
tibialis_anterior	exploratory_union	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	https://reactome.org/PathwayBrowser/#/R-MMU-2262752	72	15	2	ENSMUSG00000023067,ENSMUSG00000038332	Cdkn1a,Sesn1	0.3056960053353482	0.4585440080030223
tibialis_anterior	exploratory_union	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	https://reactome.org/PathwayBrowser/#/R-MMU-8953897	83	15	2	ENSMUSG00000023067,ENSMUSG00000038332	Cdkn1a,Sesn1	0.3703200477497508	0.5049818832951147
tibialis_anterior	exploratory_union	R-MMU-168249_INNATE_IMMUNE_SYSTEM	https://reactome.org/PathwayBrowser/#/R-MMU-168249	110	15	2	ENSMUSG00000021477,ENSMUSG00000021948	Ctsl,Prkcd	0.5193615207405418	0.6492019009256772
tibialis_anterior	exploratory_union	R-MMU-162582_SIGNAL_TRANSDUCTION	https://reactome.org/PathwayBrowser/#/R-MMU-162582	212	15	3	ENSMUSG00000010914,ENSMUSG00000021948,ENSMUSG00000023067	Pdhx,Prkcd,Cdkn1a	0.6670226079926783	0.7696414707607827
tibialis_anterior	exploratory_union	R-MMU-392499_METABOLISM_OF_PROTEINS	https://reactome.org/PathwayBrowser/#/R-MMU-392499	161	15	2	ENSMUSG00000046598,ENSMUSG00000056091	Bdh1,St3gal5	0.7381219871523248	0.7908449862346336
tibialis_anterior	exploratory_union	R-MMU-168256_IMMUNE_SYSTEM	https://reactome.org/PathwayBrowser/#/R-MMU-168256	186	15	2	ENSMUSG00000021477,ENSMUSG00000021948	Ctsl,Prkcd	0.8131339216626865	0.8131339216626865
