gene_id	length_bp	merged_exon_intervals	chromosomes
ENSMUSG00000004069	9587	17	chr16
ENSMUSG00000004070	8239	10	chr16
ENSMUSG00000004071	17168	6	chr16
ENSMUSG00000004085	15352	22	chr2
ENSMUSG00000004096	2747	7	chr9
ENSMUSG00000004098	6885	67	chr9
ENSMUSG00000004099	8500	40	chr9
ENSMUSG00000004100	4511	1	chr9
ENSMUSG00000004105	7610	7	chr2
ENSMUSG00000004110	25632	51	chr1
ENSMUSG00000004113	9998	50	chr2
ENSMUSG00000004127	11992	7	chr3
ENSMUSG00000004151	13989	18	chr12
ENSMUSG00000004187	4606	14	chr15
ENSMUSG00000004207	3194	18	chr10
ENSMUSG00000004221	13668	16	chrX
ENSMUSG00000004231	6513	13	chr19
ENSMUSG00000004233	15873	10	chr3
ENSMUSG00000004263	5265	12	chr6
ENSMUSG00000004264	3718	7	chr6
ENSMUSG00000004266	2965	16	chr6
ENSMUSG00000004267	6056	9	chr6
ENSMUSG00000004268	6178	3	chr6
ENSMUSG00000004270	7956	8	chr6
ENSMUSG00000004285	1258	4	chr6
ENSMUSG00000004296	2743	8	chr11
ENSMUSG00000004317	12058	18	chrX
ENSMUSG00000004319	19574	17	chr8
ENSMUSG00000004328	7653	17	chr7
ENSMUSG00000004341	1368	6	chr13
ENSMUSG00000004344	1674	5	chr13
ENSMUSG00000004347	21081	32	chr6
ENSMUSG00000004356	10777	63	chr10
ENSMUSG00000004359	4131	6	chr10
ENSMUSG00000004360	6406	7	chr10
ENSMUSG00000004364	5567	20	chr1
ENSMUSG00000004366	3628	3	chr16
ENSMUSG00000004371	2081	7	chr7
ENSMUSG00000004383	12886	22	chr8
ENSMUSG00000004393	9335	11	chr11
ENSMUSG00000004394	4079	4	chr11
ENSMUSG00000004415	8176	14	chr5
ENSMUSG00000004446	9796	9	chr6
ENSMUSG00000004451	9982	14	chr1
ENSMUSG00000004455	3728	7	chr5
ENSMUSG00000004460	3663	11	chr16
ENSMUSG00000004462	8534	13	chr16
ENSMUSG00000004473	3029	4	chr7
ENSMUSG00000004500	5004	4	chr7
ENSMUSG00000004508	6377	11	chr7
ENSMUSG00000004530	10633	17	chr5
ENSMUSG00000004535	11601	22	chr6
ENSMUSG00000004540	2100	5	chr7
ENSMUSG00000004542	3205	4	chr7
ENSMUSG00000004552	3349	11	chr1
ENSMUSG00000004558	5863	16	chr14
ENSMUSG00000004561	4469	11	chr14
ENSMUSG00000004562	12429	21	chr14
ENSMUSG00000004565	11155	34	chr8
ENSMUSG00000004567	7758	10	chr8
ENSMUSG00000004568	14622	29	chr8
ENSMUSG00000004591	15109	24	chr3
ENSMUSG00000004609	9266	9	chr7
ENSMUSG00000004610	1557	7	chr7
ENSMUSG00000004612	919	4	chr7
ENSMUSG00000004626	4826	18	chr8
ENSMUSG00000004630	1828	3	chr8
ENSMUSG00000004631	13664	16	chr6
ENSMUSG00000004633	5970	21	chr6
ENSMUSG00000004637	21202	24	chr8
ENSMUSG00000004642	6704	7	chr5
ENSMUSG00000004651	7108	6	chr7
ENSMUSG00000004654	3487	12	chr6
ENSMUSG00000004655	2976	4	chr6
ENSMUSG00000004661	11602	9	chr9
ENSMUSG00000004665	2468	7	chr10
ENSMUSG00000004667	3827	3	chr10
ENSMUSG00000004668	20329	63	chr11
ENSMUSG00000004677	10892	40	chr8
ENSMUSG00000004698	15684	35	chr12
ENSMUSG00000004707	3326	11	chr1
ENSMUSG00000004709	4930	11	chr1
ENSMUSG00000004730	3521	22	chr17
ENSMUSG00000004748	4585	4	chr11
ENSMUSG00000004768	9660	7	chr1
ENSMUSG00000004771	9187	8	chr9
ENSMUSG00000004788	1979	6	chr12
ENSMUSG00000004789	11006	14	chr12
ENSMUSG00000004791	2926	7	chr12
ENSMUSG00000004798	8740	31	chr11
ENSMUSG00000004814	1420	3	chr5
ENSMUSG00000004815	8573	15	chr5
ENSMUSG00000004821	763	5	chr5
ENSMUSG00000004837	1833	6	chr11
ENSMUSG00000004842	3505	6	chr16
ENSMUSG00000004843	2007	7	chr16
ENSMUSG00000004846	6212	16	chr5
ENSMUSG00000004849	4062	6	chr5
ENSMUSG00000004864	3810	12	chr17
ENSMUSG00000004865	12499	15	chr17
ENSMUSG00000004872	6187	9	chr1
ENSMUSG00000004880	11689	15	chr1
ENSMUSG00000004885	1322	4	chr3
ENSMUSG00000004891	6416	4	chr3
ENSMUSG00000004892	8587	18	chr3
ENSMUSG00000004894	5214	4	chr3
ENSMUSG00000004895	2449	8	chr3
ENSMUSG00000004896	6347	5	chr3
ENSMUSG00000004897	3123	10	chr3
ENSMUSG00000004902	11539	13	chr6
ENSMUSG00000004929	7474	13	chr10
ENSMUSG00000004931	5120	5	chr10
ENSMUSG00000004933	9775	11	chr10
ENSMUSG00000004934	5166	9	chr10
ENSMUSG00000004936	3760	14	chr9
ENSMUSG00000004937	7843	12	chr10
ENSMUSG00000004939	2203	7	chr10
ENSMUSG00000004945	5609	7	chr17
ENSMUSG00000004947	8121	12	chr5
ENSMUSG00000004948	1323	8	chr5
ENSMUSG00000004951	1044	2	chr5
ENSMUSG00000004952	9784	21	chr5
ENSMUSG00000004961	3084	10	chr7
ENSMUSG00000004980	10423	9	chr6
ENSMUSG00000004988	2182	8	chr6
ENSMUSG00000004994	5151	6	chr8
ENSMUSG00000004996	3374	4	chr8
ENSMUSG00000005034	9029	17	chr3
ENSMUSG00000005043	4713	9	chr11
ENSMUSG00000005045	9623	43	chr4
ENSMUSG00000005054	1146	3	chr10
ENSMUSG00000005057	7103	14	chr5
ENSMUSG00000005069	5049	18	chr6
ENSMUSG00000005078	7190	7	chr12
ENSMUSG00000005087	6776	19	chr2
ENSMUSG00000005089	13994	21	chr2
ENSMUSG00000005102	14921	44	chr2
ENSMUSG00000005103	14289	14	chr5
ENSMUSG00000005107	5138	19	chr5
ENSMUSG00000005124	6081	7	chr15
ENSMUSG00000005125	7477	18	chr15
ENSMUSG00000005131	3764	11	chr9
ENSMUSG00000005142	9107	17	chr8
ENSMUSG00000005148	5243	4	chr14
ENSMUSG00000005150	2905	3	chr8
ENSMUSG00000005161	4545	7	chr8
ENSMUSG00000005198	7490	27	chr11
ENSMUSG00000005202	1509	8	chr11
ENSMUSG00000005204	5068	11	chr11
ENSMUSG00000005220	7286	25	chr5
ENSMUSG00000005225	7263	18	chr6
ENSMUSG00000005232	1974	6	chr2
ENSMUSG00000005233	7031	9	chr2
ENSMUSG00000005237	15521	90	chr11
ENSMUSG00000005251	3591	8	chr16
ENSMUSG00000005262	4610	13	chr16
ENSMUSG00000005267	9986	9	chr11
ENSMUSG00000005268	18561	21	chr15
ENSMUSG00000005299	10664	17	chr5
ENSMUSG00000005312	4920	14	chr13
ENSMUSG00000005320	4424	20	chr13
ENSMUSG00000005338	7439	10	chr1
ENSMUSG00000005339	998	5	chr1
ENSMUSG00000005354	4573	8	chr15
ENSMUSG00000005355	2404	8	chr10
ENSMUSG00000005357	2355	11	chr10
ENSMUSG00000005360	14595	14	chr15
ENSMUSG00000005362	12548	12	chr6
ENSMUSG00000005364	4271	13	chr6
ENSMUSG00000005370	4901	12	chr17
ENSMUSG00000005371	6783	27	chr17
ENSMUSG00000005373	7004	15	chr5
ENSMUSG00000005374	8418	8	chr5
ENSMUSG00000005378	5809	8	chr5
ENSMUSG00000005397	7499	20	chr13
ENSMUSG00000005410	6838	17	chr8
ENSMUSG00000005413	1759	5	chr8
ENSMUSG00000005417	16630	30	chr11
ENSMUSG00000005442	10328	25	chr7
ENSMUSG00000005447	3126	5	chr7
ENSMUSG00000005465	4150	13	chr8
ENSMUSG00000005469	2813	11	chr8
ENSMUSG00000005470	8164	5	chr8
ENSMUSG00000005474	2160	10	chr5
ENSMUSG00000005481	9584	6	chr8
ENSMUSG00000005483	3765	4	chr8
ENSMUSG00000005493	6895	24	chr3
ENSMUSG00000005501	18164	34	chr1
ENSMUSG00000005503	2877	3	chr6
ENSMUSG00000005505	8261	6	chr2
ENSMUSG00000005506	8718	17	chr2
ENSMUSG00000005510	5917	4	chr2
ENSMUSG00000005514	5116	22	chr5
ENSMUSG00000005533	19768	22	chr7
ENSMUSG00000005534	13776	23	chr8
ENSMUSG00000005540	3100	13	chr8
ENSMUSG00000005547	2073	10	chr7
ENSMUSG00000005553	3761	21	chr7
ENSMUSG00000005566	4313	11	chr7
ENSMUSG00000005575	2455	5	chr7
ENSMUSG00000005580	15862	13	chr16
ENSMUSG00000005583	17132	21	chr13
ENSMUSG00000005609	8306	23	chr7
ENSMUSG00000005610	10173	22	chr7
ENSMUSG00000005611	6849	22	chr7
ENSMUSG00000005615	8704	11	chr16
ENSMUSG00000005621	7989	12	chr7
ENSMUSG00000005625	5389	5	chr3
ENSMUSG00000005628	3068	8	chr3
ENSMUSG00000005640	5726	23	chr3
ENSMUSG00000005649	2526	6	chr7
ENSMUSG00000005656	8661	16	chr12
ENSMUSG00000005667	3661	10	chr6
ENSMUSG00000005672	9470	24	chr5
ENSMUSG00000005674	5739	8	chr1
ENSMUSG00000005677	4644	5	chr1
ENSMUSG00000005681	4350	4	chr1
ENSMUSG00000005682	8991	22	chr10
ENSMUSG00000005683	6349	14	chr10
ENSMUSG00000005686	7838	21	chr7
ENSMUSG00000005687	4390	4	chr3
ENSMUSG00000005696	5870	6	chrX
ENSMUSG00000005698	5878	17	chr8
ENSMUSG00000005699	1793	3	chr8
ENSMUSG00000005705	1140	8	chr8
ENSMUSG00000005716	3728	7	chr15
ENSMUSG00000005718	2791	9	chr16
ENSMUSG00000005732	4489	8	chr16
ENSMUSG00000005763	5887	12	chr1
ENSMUSG00000005774	5938	10	chr3
ENSMUSG00000005779	3779	7	chr3
ENSMUSG00000005800	2426	10	chr9
ENSMUSG00000005802	5893	7	chr2
ENSMUSG00000005803	4797	16	chr2
ENSMUSG00000005804	5295	6	chr2
ENSMUSG00000005813	8013	15	chr3
ENSMUSG00000005823	3855	16	chr17
ENSMUSG00000005824	1888	4	chr17
ENSMUSG00000005836	9221	10	chr18
ENSMUSG00000005846	2444	9	chr16
ENSMUSG00000005864	3095	8	chrX
ENSMUSG00000005871	17959	21	chr18
ENSMUSG00000005873	4842	9	chr18
ENSMUSG00000005881	3139	13	chr2
ENSMUSG00000005882	8370	19	chr2
ENSMUSG00000005883	3945	10	chr2
ENSMUSG00000005886	16138	27	chr1
ENSMUSG00000005891	876	5	chr13
ENSMUSG00000005892	1910	3	chr6
ENSMUSG00000005893	16065	21	chr6
ENSMUSG00000005897	12840	14	chr10
ENSMUSG00000005899	9259	17	chr16
ENSMUSG00000005907	12924	24	chr5
ENSMUSG00000005917	5705	4	chr11
ENSMUSG00000005936	7909	11	chr17
ENSMUSG00000005947	6226	31	chr11
ENSMUSG00000005949	7123	10	chr11
ENSMUSG00000005950	6411	12	chr11
ENSMUSG00000005951	3749	9	chr11
ENSMUSG00000005952	3681	16	chr11
ENSMUSG00000005958	6921	16	chr16
ENSMUSG00000005968	3659	13	chr3
ENSMUSG00000005973	7388	6	chr2
ENSMUSG00000005980	3083	1	chr16
ENSMUSG00000005981	11360	22	chr16
ENSMUSG00000005982	5536	8	chr16
ENSMUSG00000005983	5271	7	chr16
ENSMUSG00000005986	7940	11	chr19
ENSMUSG00000005994	2828	8	chr4
ENSMUSG00000006005	11271	50	chr1
ENSMUSG00000006007	3501	4	chr1
ENSMUSG00000006010	9291	13	chr1
ENSMUSG00000006014	4379	13	chr1
ENSMUSG00000006019	8243	17	chr7
ENSMUSG00000006021	5510	8	chr7
ENSMUSG00000006024	6252	11	chr7
ENSMUSG00000006050	2291	4	chr18
ENSMUSG00000006056	2063	6	chr11
ENSMUSG00000006057	6020	6	chr11
ENSMUSG00000006058	3065	8	chr11
ENSMUSG00000006095	2347	7	chr7
ENSMUSG00000006127	7501	8	chr11
ENSMUSG00000006134	5578	4	chr16
ENSMUSG00000006143	1303	8	chr5
ENSMUSG00000006154	8940	23	chr7
ENSMUSG00000006169	8141	12	chr11
ENSMUSG00000006179	6079	7	chr13
ENSMUSG00000006191	19104	28	chr13
ENSMUSG00000006200	1010	4	chrX
ENSMUSG00000006204	9202	71	chr7
ENSMUSG00000006205	3651	15	chr7
ENSMUSG00000006215	6839	20	chr4
ENSMUSG00000006216	2890	20	chr4
ENSMUSG00000006218	1560	7	chr4
ENSMUSG00000006219	7656	23	chr4
ENSMUSG00000006221	3537	3	chr4
ENSMUSG00000006235	2235	6	chr9
ENSMUSG00000006241	3742	13	chr9
ENSMUSG00000006262	15226	6	chr5
ENSMUSG00000006269	4386	14	chr6
ENSMUSG00000006270	1117	4	chr19
ENSMUSG00000006273	6703	14	chr8
ENSMUSG00000006276	13551	30	chr8
ENSMUSG00000006281	10042	55	chr14
ENSMUSG00000006288	4647	9	chr14
ENSMUSG00000006289	7777	10	chr14
ENSMUSG00000006299	4864	6	chr1
ENSMUSG00000006301	12990	11	chr1
ENSMUSG00000006304	3408	14	chr1
ENSMUSG00000006307	9859	36	chr7
ENSMUSG00000006310	2490	9	chr7
ENSMUSG00000006311	1482	7	chr7
ENSMUSG00000006313	1428	8	chr7
ENSMUSG00000006315	1869	4	chr7
ENSMUSG00000006333	3358	3	chr7
ENSMUSG00000006335	5701	3	chr7
ENSMUSG00000006342	3551	13	chr10
ENSMUSG00000006344	5928	9	chr10
ENSMUSG00000006345	5897	25	chr10
ENSMUSG00000006356	2588	8	chr12
ENSMUSG00000006360	2292	4	chr12
ENSMUSG00000006362	8572	15	chr8
ENSMUSG00000006369	4581	20	chr15
ENSMUSG00000006373	2446	5	chrX
ENSMUSG00000006378	2792	10	chr15
ENSMUSG00000006386	6004	26	chr4
ENSMUSG00000006389	3335	11	chr4
ENSMUSG00000006390	5433	4	chr4
ENSMUSG00000006392	7689	3	chr4
ENSMUSG00000006395	2209	7	chr4
ENSMUSG00000006398	1948	9	chr4
ENSMUSG00000006403	6449	9	chr1
ENSMUSG00000006411	3895	9	chr1
ENSMUSG00000006412	1937	4	chr1
ENSMUSG00000006418	9672	5	chr2
ENSMUSG00000006423	13182	14	chrX
ENSMUSG00000006435	8628	9	chr19
ENSMUSG00000006442	4349	6	chr4
ENSMUSG00000006445	4685	20	chr4
ENSMUSG00000006456	4064	3	chr19
ENSMUSG00000006457	5052	22	chr19
ENSMUSG00000006462	7895	12	chr2
ENSMUSG00000006463	2999	3	chr19
ENSMUSG00000006464	8138	16	chr19
ENSMUSG00000006469	2358	14	chr2
ENSMUSG00000006471	6453	8	chr2
ENSMUSG00000006476	9452	3	chr2
ENSMUSG00000006488	1621	7	chr13
ENSMUSG00000006490	942	6	chr13
ENSMUSG00000006494	8809	14	chr2
ENSMUSG00000006498	4816	14	chr10
ENSMUSG00000006517	2730	10	chr8
ENSMUSG00000006519	2305	7	chr8
ENSMUSG00000006522	3643	21	chr14
ENSMUSG00000006526	5040	11	chr14
ENSMUSG00000006527	11291	25	chr14
ENSMUSG00000006529	4577	22	chr14
ENSMUSG00000006538	3054	3	chr1
ENSMUSG00000006542	6489	13	chr1
ENSMUSG00000006546	1193	5	chr1
ENSMUSG00000006567	6536	21	chr8
ENSMUSG00000006570	325	2	chr8
ENSMUSG00000006574	4891	25	chr11
ENSMUSG00000006575	5097	9	chr11
ENSMUSG00000006576	12561	22	chr1
ENSMUSG00000006585	3236	7	chr8
ENSMUSG00000006586	8370	16	chr4
ENSMUSG00000006587	3481	3	chr8
ENSMUSG00000006589	1805	5	chr8
ENSMUSG00000006599	6439	18	chr7
ENSMUSG00000006611	3787	6	chr13
ENSMUSG00000006638	1352	9	chr5
ENSMUSG00000006641	4690	20	chr5
ENSMUSG00000006642	4140	3	chr5
ENSMUSG00000006649	6647	31	chr7
ENSMUSG00000006651	5033	11	chr7
ENSMUSG00000006673	8370	14	chr9
ENSMUSG00000006675	5045	10	chr9
ENSMUSG00000006676	7139	22	chr9
ENSMUSG00000006678	13876	39	chrX
ENSMUSG00000006699	7312	11	chr4
ENSMUSG00000006705	7385	15	chr17
ENSMUSG00000006711	12654	25	chr13
ENSMUSG00000006715	2756	6	chr13
ENSMUSG00000006717	1684	4	chr13
ENSMUSG00000006720	3799	6	chr13
ENSMUSG00000006724	2574	10	chr10
ENSMUSG00000006728	3440	7	chr10
ENSMUSG00000006731	7861	9	chr10
ENSMUSG00000006732	4337	7	chr10
ENSMUSG00000006736	2436	4	chr10
ENSMUSG00000006740	12905	27	chr18
ENSMUSG00000006763	8309	11	chr7
ENSMUSG00000006764	2879	13	chr10
ENSMUSG00000006777	3492	8	chr11
ENSMUSG00000006782	4049	6	chr11
ENSMUSG00000006784	6996	12	chr11
ENSMUSG00000006800	8485	24	chr2
ENSMUSG00000006818	13039	9	chr17
ENSMUSG00000006850	4537	7	chr18
ENSMUSG00000006906	10427	8	chr6
ENSMUSG00000006920	9250	22	chr11
ENSMUSG00000006930	3796	12	chr11
ENSMUSG00000006931	2978	8	chr11
ENSMUSG00000006932	8167	20	chr9
ENSMUSG00000006941	1563	6	chr9
ENSMUSG00000006948	1252	6	chr7
ENSMUSG00000006958	8236	14	chr16
ENSMUSG00000006998	5056	19	chr16
ENSMUSG00000007021	2422	6	chr17
ENSMUSG00000007029	6437	22	chr17
ENSMUSG00000007030	4652	19	chr17
ENSMUSG00000007033	2487	2	chr17
ENSMUSG00000007034	3112	20	chr17
ENSMUSG00000007035	5728	24	chr17
ENSMUSG00000007036	4640	19	chr17
ENSMUSG00000007038	5450	4	chr17
ENSMUSG00000007039	2315	5	chr17
ENSMUSG00000007041	2444	10	chr17
ENSMUSG00000007050	3194	5	chr17
ENSMUSG00000007080	12127	47	chr5
ENSMUSG00000007097	9538	25	chr1
ENSMUSG00000007107	3667	24	chr1
ENSMUSG00000007122	6202	8	chr1
ENSMUSG00000007207	3219	14	chr5
ENSMUSG00000007209	1411	3	chr7
ENSMUSG00000007216	4359	4	chr6
ENSMUSG00000007279	6206	26	chr7
ENSMUSG00000007338	1943	3	chr19
ENSMUSG00000007379	8154	25	chr3
ENSMUSG00000007411	13583	20	chr12
ENSMUSG00000007415	7212	8	chr5
ENSMUSG00000007440	5365	4	chr18
ENSMUSG00000007457	1603	3	chr5
ENSMUSG00000007458	4630	7	chr6
ENSMUSG00000007476	7547	7	chr2
ENSMUSG00000007480	3996	2	chr18
ENSMUSG00000007564	3572	15	chr17
ENSMUSG00000007570	3197	10	chr17
ENSMUSG00000007589	5137	5	chr14
ENSMUSG00000007591	1738	3	chr14
ENSMUSG00000007594	4008	5	chr8
ENSMUSG00000007603	3989	9	chr17
ENSMUSG00000007610	7260	7	chr8
ENSMUSG00000007613	6622	13	chr4
ENSMUSG00000007617	12313	15	chr13
ENSMUSG00000007646	6267	11	chr11
ENSMUSG00000007653	10978	13	chr11
ENSMUSG00000007655	4993	8	chr6
ENSMUSG00000007656	5141	6	chr9
ENSMUSG00000007659	5136	3	chr2
ENSMUSG00000007670	4396	16	chr17
ENSMUSG00000007682	6426	2	chr12
ENSMUSG00000007721	4745	4	chr8
ENSMUSG00000007739	7049	13	chr11
ENSMUSG00000007777	2482	3	chr11
ENSMUSG00000007783	6884	16	chr7
ENSMUSG00000007805	5570	4	chr1
ENSMUSG00000007812	9336	10	chr5
ENSMUSG00000007815	8245	9	chr9
ENSMUSG00000007817	12832	27	chr14
ENSMUSG00000007827	8285	35	chr6
ENSMUSG00000007833	6519	12	chr7
ENSMUSG00000007836	2678	1	chr13
ENSMUSG00000007837	3527	8	chr7
ENSMUSG00000007850	7479	9	chr11
ENSMUSG00000007867	5091	14	chr12
ENSMUSG00000007872	1791	4	chr4
ENSMUSG00000007877	948	2	chr11
ENSMUSG00000007880	12665	21	chr4
ENSMUSG00000007888	3617	11	chr8
ENSMUSG00000007891	2767	6	chr7
ENSMUSG00000007892	587	3	chr9
ENSMUSG00000007907	1554	2	chr5
ENSMUSG00000007908	5867	10	chr9
ENSMUSG00000007944	3871	4	chr7
ENSMUSG00000007946	2041	3	chr7
ENSMUSG00000007950	4584	7	chr8
ENSMUSG00000007987	4535	5	chr5
ENSMUSG00000007989	13225	9	chr14
ENSMUSG00000008028	3941	8	chr7
ENSMUSG00000008035	2480	4	chrX
ENSMUSG00000008036	3082	7	chr7
ENSMUSG00000008090	7082	9	chr5
ENSMUSG00000008129	2973	8	chr8
ENSMUSG00000008136	16396	21	chr1
ENSMUSG00000008140	7015	7	chr7
ENSMUSG00000008153	6322	21	chr6
ENSMUSG00000008167	5667	7	chr8
ENSMUSG00000008193	2868	6	chr7
ENSMUSG00000008200	7037	18	chr2
ENSMUSG00000008206	13680	10	chr8
ENSMUSG00000008226	11380	8	chr2
ENSMUSG00000008301	3771	7	chr18
ENSMUSG00000008305	14354	24	chr4
ENSMUSG00000008307	3128	6	chr5
ENSMUSG00000008318	3753	16	chr7
ENSMUSG00000008333	4051	7	chr2
ENSMUSG00000008348	3942	4	chr5
ENSMUSG00000008373	7116	13	chr7
ENSMUSG00000008384	2542	4	chr7
ENSMUSG00000008393	3697	8	chr16
ENSMUSG00000008398	5816	8	chr10
ENSMUSG00000008429	9928	7	chr9
ENSMUSG00000008435	6943	10	chr7
ENSMUSG00000008438	2918	2	chr12
ENSMUSG00000008450	4750	14	chr8
ENSMUSG00000008461	3052	3	chr7
ENSMUSG00000008475	2443	4	chr1
ENSMUSG00000008482	1195	4	chr17
ENSMUSG00000008489	9761	18	chr4
ENSMUSG00000008496	8243	16	chr7
ENSMUSG00000008540	2034	7	chr6
ENSMUSG00000008575	16395	14	chr4
ENSMUSG00000008590	2484	9	chr9
ENSMUSG00000008601	1771	7	chr3
ENSMUSG00000008604	12211	8	chr3
ENSMUSG00000008658	9746	31	chr16
ENSMUSG00000008668	2538	4	chr17
ENSMUSG00000008682	2168	3	chrX
ENSMUSG00000008683	6729	5	chr7
ENSMUSG00000008690	5596	13	chr15
ENSMUSG00000008730	11555	19	chr3
ENSMUSG00000008734	5519	9	chr7
ENSMUSG00000008763	12023	17	chr3
ENSMUSG00000008789	3273	9	chr7
ENSMUSG00000008813	806	4	chr14
ENSMUSG00000008822	2002	5	chr12
ENSMUSG00000008843	1108	2	chr5
ENSMUSG00000008845	5546	16	chr6
ENSMUSG00000008855	9422	21	chr11
ENSMUSG00000008859	3701	8	chr13
ENSMUSG00000008874	591	3	chr8
ENSMUSG00000008892	13467	9	chr8
ENSMUSG00000008932	3360	11	chr4
ENSMUSG00000008958	4619	6	chr3
ENSMUSG00000008976	8408	13	chr16
ENSMUSG00000008999	4419	7	chr2
ENSMUSG00000009013	4800	6	chr5
ENSMUSG00000009030	4972	5	chr2
ENSMUSG00000009035	8372	21	chr15
ENSMUSG00000009047	833	1	chr16
ENSMUSG00000009070	3933	8	chr10
ENSMUSG00000009073	10763	26	chr11
ENSMUSG00000009075	3199	5	chr11
ENSMUSG00000009076	4499	11	chr11
ENSMUSG00000009079	12656	18	chr11
ENSMUSG00000009090	7764	30	chr11
ENSMUSG00000009092	2025	4	chr10
ENSMUSG00000009093	1256	7	chr10
ENSMUSG00000009097	3517	8	chr16
ENSMUSG00000009108	4163	10	chr3
ENSMUSG00000009112	11686	13	chr6
ENSMUSG00000009114	1887	10	chr10
ENSMUSG00000009115	1347	4	chr10
ENSMUSG00000009145	3419	12	chr6
ENSMUSG00000009185	515	3	chr11
ENSMUSG00000009207	18796	19	chr2
ENSMUSG00000009210	2730	9	chr11
ENSMUSG00000009214	1569	6	chr2
ENSMUSG00000009216	3459	6	chr2
ENSMUSG00000009246	6398	27	chr7
ENSMUSG00000009248	1630	3	chr7
ENSMUSG00000009281	2923	3	chr6
ENSMUSG00000009291	4468	11	chr10
ENSMUSG00000009292	12941	37	chr10
ENSMUSG00000009293	2685	8	chr10
ENSMUSG00000009350	3426	15	chr11
ENSMUSG00000009356	3465	14	chr11
ENSMUSG00000009376	7729	22	chr6
ENSMUSG00000009378	8027	12	chr19
ENSMUSG00000009394	11325	18	chr6
ENSMUSG00000009406	7519	10	chrX
ENSMUSG00000009418	19057	31	chr1
ENSMUSG00000009470	13539	29	chr13
ENSMUSG00000009471	1892	3	chr7
ENSMUSG00000009487	10349	57	chr7
ENSMUSG00000009535	9947	14	chr18
ENSMUSG00000009545	5130	24	chr7
ENSMUSG00000009549	4095	6	chr2
ENSMUSG00000009551	2800	6	chr2
ENSMUSG00000009555	5359	6	chr2
ENSMUSG00000009563	5201	4	chr2
ENSMUSG00000009566	3802	15	chr2
ENSMUSG00000009569	14539	20	chr16
ENSMUSG00000009575	10334	8	chr15
ENSMUSG00000009580	1376	12	chr5
ENSMUSG00000009585	11369	10	chr15
ENSMUSG00000009588	2392	9	chr11
ENSMUSG00000009596	2302	14	chrX
ENSMUSG00000009614	6073	29	chr2
ENSMUSG00000009621	8947	33	chr2
ENSMUSG00000009628	9622	13	chr8
ENSMUSG00000009630	2754	9	chr8
ENSMUSG00000009633	4558	4	chr1
ENSMUSG00000009640	6509	6	chr4
ENSMUSG00000009646	2471	4	chr10
ENSMUSG00000009647	12556	16	chr10
ENSMUSG00000009654	2890	9	chr10
ENSMUSG00000009670	3625	31	chrX
ENSMUSG00000009681	10180	26	chr10
ENSMUSG00000009687	4399	9	chr7
ENSMUSG00000009731	5287	6	chrX
ENSMUSG00000009733	11633	23	chr15
ENSMUSG00000009734	7633	16	chr13
ENSMUSG00000009739	9959	8	chr15
ENSMUSG00000009741	6606	15	chr9
ENSMUSG00000009772	4414	10	chr1
ENSMUSG00000009828	13685	21	chr9
ENSMUSG00000009863	8342	7	chr4
ENSMUSG00000009876	1341	7	chr2
ENSMUSG00000009894	9203	13	chr11
ENSMUSG00000009900	2767	4	chr11
ENSMUSG00000009905	12542	11	chr1
ENSMUSG00000009907	9606	15	chr1
ENSMUSG00000009927	3594	2	chr9
ENSMUSG00000009941	2582	23	chrX
ENSMUSG00000009995	7529	7	chrX
ENSMUSG00000010021	4068	20	chr11
ENSMUSG00000010025	6774	14	chr11
ENSMUSG00000010044	2138	11	chr9
ENSMUSG00000010045	3755	2	chr9
ENSMUSG00000010047	5086	1	chr9
ENSMUSG00000010048	3021	8	chr9
ENSMUSG00000010051	3777	4	chr9
ENSMUSG00000010054	3186	2	chr9
ENSMUSG00000010057	2983	8	chr9
ENSMUSG00000010064	9239	18	chr9
ENSMUSG00000010066	7945	40	chr9
ENSMUSG00000010067	6010	7	chr9
ENSMUSG00000010080	4487	12	chr11
ENSMUSG00000010086	4895	8	chr11
ENSMUSG00000010095	4666	16	chr19
ENSMUSG00000010097	5019	21	chr19
ENSMUSG00000010110	8244	5	chr19
ENSMUSG00000010122	3491	21	chr11
ENSMUSG00000010136	2195	7	chr3
ENSMUSG00000010142	3079	8	chr11
ENSMUSG00000010154	6702	15	chr8
ENSMUSG00000010175	8973	7	chr1
ENSMUSG00000010205	6050	15	chr9
ENSMUSG00000010277	10088	38	chr11
ENSMUSG00000010290	4223	6	chr1
ENSMUSG00000010307	3677	3	chr7
ENSMUSG00000010311	3204	7	chr1
ENSMUSG00000010342	6526	33	chr11
ENSMUSG00000010358	3816	4	chr11
ENSMUSG00000010362	3837	6	chr11
ENSMUSG00000010376	1584	5	chr14
ENSMUSG00000010392	4933	12	chr11
ENSMUSG00000010406	2729	4	chr14
ENSMUSG00000010435	979	8	chr8
ENSMUSG00000010453	10702	20	chr1
ENSMUSG00000010461	9797	27	chr10
ENSMUSG00000010476	11495	17	chr7
ENSMUSG00000010492	2679	5	chr2
ENSMUSG00000010505	7204	25	chr2
ENSMUSG00000010517	17960	30	chr4
ENSMUSG00000010529	1215	1	chr12
ENSMUSG00000010538	3897	6	chr3
ENSMUSG00000010554	13951	15	chr11
ENSMUSG00000010592	3877	12	chr17
ENSMUSG00000010601	3322	9	chr15
ENSMUSG00000010607	1451	2	chr9
ENSMUSG00000010608	19885	21	chr12
ENSMUSG00000010609	6134	15	chr1
